payment_id,order_id,payment_type,payment_amount,payment_date,payment_status
1195,1195,card,1490246,2026-01-28,completed
1196,1196,card,501791,2024-04-02,completed
1197,1197,card,17698,2024-06-12,pending
1198,1198,cash,169571,2024-06-16,completed
1199,1199,upi,371464,2024-08-17,completed
1200,1200,upi,639549,2026-03-07,completed
1201,1201,card,1595442,2024-09-08,completed
1202,1202,card,1201648,2023-05-11,pending
1203,1203,upi,479488,2024-03-01,completed
1204,1204,card,915894,2023-05-23,completed
1205,1205,cash,657764,2023-04-02,completed
1206,1206,card,845493,2026-04-10,failed
1207,1207,upi,167498,2025-07-09,failed
1208,1208,upi,429316,2023-01-28,completed
1209,1209,card,734339,2023-01-15,completed
1210,1210,upi,563933,2024-04-15,completed
1211,1211,upi,233825,2025-12-25,return
1212,1212,upi,802144,2024-03-20,failed
1213,1213,card,1365235,2023-03-22,completed
1214,1214,cash,26684,2024-07-31,return
1215,1215,card,928634,2026-03-27,completed
1216,1216,upi,338264,2026-07-08,completed
1217,1217,card,289794,2024-02-14,pending
1218,1218,card,1123149,2024-08-29,completed
1219,1219,card,342298,2023-12-01,completed
1220,1220,card,384800,2025-06-29,failed
1221,1221,upi,1542393,2025-11-11,completed
1222,1222,upi,527629,2023-07-19,completed
1223,1223,card,1045595,2026-01-24,completed
1224,1224,card,502660,2025-11-07,completed
1225,1225,upi,1428437,2024-06-29,pending
1226,1226,cash,586108,2023-11-10,completed
1227,1227,upi,623012,2025-11-26,completed
1228,1228,cash,1996133,2025-11-11,completed
1229,1229,upi,293642,2026-01-05,completed
1230,1230,upi,825542,2025-04-03,pending
1231,1231,cash,824883,2023-08-03,completed
1232,1232,upi,198170,2024-09-26,pending
1233,1233,upi,161649,2024-04-03,completed
1234,1234,card,1668805,2024-08-29,completed
1235,1235,upi,639742,2025-11-05,pending
1236,1236,upi,114824,2024-04-25,completed
1237,1237,card,211664,2025-12-08,pending
1238,1238,upi,727622,2025-10-26,completed
1239,1239,upi,385569,2024-03-09,completed
1240,1240,upi,305411,2026-02-09,pending
1241,1241,upi,469355,2026-05-30,completed
1242,1242,upi,214558,2024-02-26,completed
1243,1243,cash,407908,2026-02-17,completed
1244,1244,upi,912339,2024-02-07,completed
1245,1245,card,215613,2024-08-01,completed
1246,1246,card,308495,2025-06-21,completed
1247,1247,upi,84584,2024-12-21,completed
1248,1248,upi,84604,2025-02-15,completed
1249,1249,cash,983020,2025-03-27,failed
1250,1250,upi,1908641,2026-05-18,completed
1251,1251,upi,2586354,2023-03-21,completed
1252,1252,card,2127833,2025-10-07,completed
1253,1253,upi,543738,2024-04-27,pending
1254,1254,upi,163568,2025-04-25,completed
1255,1255,cash,583718,2026-03-23,completed
1256,1256,cash,123167,2024-07-15,completed
1257,1257,card,2825900,2024-09-18,completed
1258,1258,card,232465,2026-07-25,completed
1259,1259,card,396255,2025-06-09,completed
1260,1260,cash,33110,2024-02-08,completed
1261,1261,upi,407592,2025-02-15,completed
1262,1262,cash,1593417,2025-03-07,failed
1263,1263,card,274122,2025-02-17,pending
1264,1264,cash,66501,2026-01-06,completed
1265,1265,upi,335316,2023-04-29,completed
1266,1266,upi,10644,2024-11-20,failed
1267,1267,card,1879595,2026-03-19,failed
1268,1268,cash,115557,2025-07-04,completed
1269,1269,upi,369780,2023-06-24,completed
1270,1270,upi,237428,2024-02-12,completed
1271,1271,upi,839127,2025-07-20,completed
1272,1272,upi,688396,2025-09-26,completed
1273,1273,upi,742926,2025-10-31,completed
1274,1274,upi,10492,2025-03-27,return
1275,1275,card,84396,2023-10-29,completed
1276,1276,upi,572845,2023-05-09,completed
1277,1277,upi,1396468,2025-05-27,completed
1278,1278,upi,1095131,2024-07-11,completed
1279,1279,card,1432183,2024-11-21,failed
1280,1280,card,1230291,2023-02-05,completed
1281,1281,card,1989649,2026-04-07,completed
1282,1282,card,164614,2024-02-29,completed
1283,1283,upi,798022,2026-01-21,completed
1284,1284,card,709546,2025-01-23,completed
1285,1285,upi,25254,2026-04-28,completed
1286,1286,upi,18100,2023-10-23,failed
1287,1287,cash,654050,2025-11-17,completed
1288,1288,upi,327485,2023-03-31,completed
1289,1289,cash,465228,2023-04-16,completed
1290,1290,card,666914,2025-07-23,pending
1291,1291,upi,853864,2024-05-24,completed
1292,1292,card,137071,2023-02-07,completed
1293,1293,cash,513276,2025-03-05,completed
1294,1294,card,198824,2023-06-23,pending
1295,1295,card,226405,2025-09-17,failed
1296,1296,upi,131865,2023-07-12,completed
1297,1297,upi,537988,2024-07-05,return
1298,1298,upi,285378,2023-06-04,completed
1299,1299,upi,249705,2026-03-25,completed
1300,1300,upi,270509,2024-12-19,completed
1301,1301,upi,699864,2023-07-10,failed
1302,1302,card,233516,2024-07-03,completed
1303,1303,upi,123922,2024-03-23,failed
1304,1304,upi,636088,2023-04-04,completed
1305,1305,cash,1122645,2023-03-04,pending
1306,1306,upi,302803,2026-06-21,completed
1307,1307,card,862442,2025-12-18,completed
1308,1308,upi,71953,2024-08-09,pending
1309,1309,upi,62062,2026-01-27,completed
1310,1310,card,1333207,2025-07-19,completed
1311,1311,cash,119060,2024-01-01,completed
1312,1312,upi,572467,2023-03-27,completed
1313,1313,cash,799495,2024-09-03,pending
1314,1314,cash,447707,2023-07-07,completed
1315,1315,card,351351,2026-03-15,completed
1316,1316,upi,760162,2023-07-17,completed
1317,1317,card,537140,2024-11-14,pending
1318,1318,upi,68198,2025-07-29,completed
1319,1319,card,1149203,2025-08-28,pending
1320,1320,upi,763435,2025-08-22,failed
1321,1321,card,1023555,2024-09-21,completed
1322,1322,upi,144305,2023-05-08,completed
1323,1323,card,2507556,2024-08-30,return
1324,1324,card,209531,2024-11-02,pending
1325,1325,upi,28805,2024-12-10,completed
1326,1326,card,322599,2024-08-29,pending
1327,1327,upi,1056551,2025-08-13,completed
1328,1328,upi,253311,2023-01-31,completed
1329,1329,card,575550,2025-08-06,completed
1330,1330,cash,1029490,2026-02-12,failed
1331,1331,cash,1922536,2026-04-11,completed
1332,1332,upi,383320,2023-09-18,completed
1333,1333,cash,619180,2023-06-14,completed
1334,1334,upi,722443,2023-03-14,completed
1335,1335,upi,1717610,2023-08-27,completed
1336,1336,cash,1400020,2025-05-23,completed
1337,1337,card,730433,2025-11-27,completed
1338,1338,upi,356090,2025-03-15,completed
1339,1339,cash,373880,2023-06-19,pending
1340,1340,upi,248477,2023-04-11,completed
1341,1341,card,58001,2023-06-26,completed
1342,1342,upi,1661896,2025-08-07,completed
1343,1343,card,34640,2024-01-19,completed
1344,1344,upi,1229049,2023-11-22,completed
1345,1345,card,784377,2023-11-11,completed
1346,1346,card,313374,2024-05-07,completed
1347,1347,card,1634548,2023-08-12,completed
1348,1348,cash,2017263,2024-02-13,completed
1349,1349,card,298998,2023-04-02,completed
1350,1350,cash,415670,2023-11-20,completed
1351,1351,card,1007395,2023-07-14,completed
1352,1352,cash,64418,2023-12-22,completed
1353,1353,upi,1183410,2023-09-27,failed
1354,1354,upi,301395,2024-02-06,completed
1355,1355,upi,406828,2024-07-06,failed
1356,1356,cash,125888,2025-11-05,completed
1357,1357,cash,583258,2024-05-11,completed
1358,1358,upi,1193648,2024-06-16,completed
1359,1359,cash,18422,2023-03-13,failed
1360,1360,cash,274584,2024-12-31,completed
1361,1361,cash,948935,2025-07-07,completed
1362,1362,upi,382888,2023-05-08,return
1363,1363,upi,421647,2023-07-23,completed
1364,1364,upi,194140,2024-12-05,failed
1365,1365,upi,323376,2024-01-12,completed
1366,1366,cash,61447,2025-08-15,return
1367,1367,upi,653876,2023-03-23,pending
1368,1368,card,147980,2023-06-13,failed
1369,1369,card,1852900,2023-08-17,completed
1370,1370,card,187442,2024-04-29,failed
1371,1371,cash,1781656,2023-01-26,completed
1372,1372,upi,159955,2025-02-15,completed
1373,1373,card,1969250,2024-08-12,completed
1374,1374,upi,105836,2024-03-17,completed
1375,1375,card,194231,2025-09-20,pending
1376,1376,upi,651833,2025-12-29,failed
1377,1377,upi,448217,2025-09-01,completed
1378,1378,card,126460,2024-08-17,completed
1379,1379,cash,770429,2025-12-22,completed
1380,1380,card,692914,2023-04-04,completed
1381,1381,upi,279411,2023-11-09,completed
1382,1382,upi,19732,2023-10-27,completed
1383,1383,upi,371215,2023-11-29,failed
1384,1384,card,1178578,2023-12-16,failed
1385,1385,card,51930,2024-11-18,failed
1386,1386,card,856559,2026-06-21,completed
1387,1387,card,2282555,2025-06-20,pending
1388,1388,upi,1187548,2025-09-19,completed
1389,1389,upi,1130945,2024-04-13,completed
1390,1390,card,44737,2025-06-06,completed
1391,1391,card,398707,2025-10-15,failed
1392,1392,upi,1370601,2026-04-10,failed
1393,1393,card,1454665,2026-05-16,completed
1394,1394,card,317555,2023-08-07,pending
1395,1395,upi,1035653,2023-04-22,completed
1396,1396,upi,674590,2023-09-18,completed
1397,1397,card,86598,2023-06-17,failed
1398,1398,upi,645026,2026-03-12,completed
1399,1399,card,647523,2025-10-18,completed
1400,1400,upi,1530975,2023-04-12,failed
1401,1401,card,243469,2023-04-07,completed
1402,1402,cash,2278084,2025-01-20,failed
1403,1403,card,520759,2025-10-28,completed
1404,1404,cash,1318768,2023-09-17,completed
1405,1405,cash,647102,2023-12-07,completed
1406,1406,cash,182768,2025-12-12,pending
1407,1407,card,348999,2023-01-29,completed
1408,1408,upi,1429555,2024-04-21,completed
1409,1409,card,1386790,2026-01-31,completed
1410,1410,card,867953,2025-01-01,return
1411,1411,upi,240468,2025-11-10,completed
1412,1412,upi,799813,2023-11-25,completed
1413,1413,card,2174870,2023-09-12,return
1414,1414,card,433985,2023-01-13,pending
1415,1415,upi,2135962,2025-09-27,completed
1416,1416,cash,33128,2024-02-29,completed
1417,1417,cash,215068,2025-05-08,pending
1418,1418,upi,1329522,2024-02-13,completed
1419,1419,upi,2703,2023-09-07,failed
1420,1420,upi,962612,2024-04-21,completed
1421,1421,card,689526,2025-02-02,completed
1422,1422,cash,1743861,2023-06-02,pending
1423,1423,upi,1072949,2023-05-01,completed
1424,1424,upi,155424,2025-05-21,failed
1425,1425,card,2267008,2023-08-04,completed
1426,1426,cash,719450,2023-03-18,completed
1427,1427,upi,85336,2025-06-05,completed
1428,1428,upi,847351,2024-09-09,completed
1429,1429,card,1011881,2024-11-10,completed
1430,1430,card,726458,2024-02-04,completed
1431,1431,upi,483023,2026-05-03,completed
1432,1432,upi,1326029,2026-04-17,completed
1433,1433,upi,594106,2023-02-06,completed
1434,1434,upi,1024614,2026-06-07,completed
1435,1435,card,191855,2023-09-06,completed
1436,1436,cash,983138,2024-05-03,completed
1437,1437,upi,268802,2025-06-13,completed
1438,1438,cash,804188,2024-06-26,failed
1439,1439,card,5812,2024-03-12,completed
1440,1440,upi,310028,2026-01-21,completed
1441,1441,upi,1684277,2024-12-30,completed
1442,1442,upi,584642,2025-01-18,completed
1443,1443,upi,265422,2023-04-13,failed
1444,1444,upi,535086,2023-07-14,completed
1445,1445,upi,444842,2026-06-15,failed
1446,1446,upi,69324,2025-01-13,completed
1447,1447,upi,19732,2026-03-27,completed
1448,1448,cash,518818,2024-10-18,completed
1449,1449,card,1232473,2023-10-05,completed
1450,1450,upi,2388,2024-05-29,completed
1451,1451,card,1119177,2023-11-27,completed
1452,1452,cash,100364,2023-07-25,completed
1453,1453,card,229103,2024-04-18,completed
1454,1454,cash,1618663,2025-06-11,completed
1455,1455,card,139377,2024-12-09,pending
1456,1456,card,767062,2023-06-07,completed
1457,1457,upi,66338,2025-11-05,completed
1458,1458,cash,403142,2024-04-22,completed
1459,1459,cash,1629589,2023-04-13,completed
1460,1460,card,749841,2026-03-25,completed
1461,1461,upi,617163,2024-12-28,completed
1462,1462,cash,2770625,2024-09-25,completed
1463,1463,cash,170390,2023-12-07,completed
1464,1464,upi,133424,2023-03-09,completed
1465,1465,card,671054,2023-09-01,completed
1466,1466,upi,557916,2025-06-25,completed
1467,1467,card,50165,2025-03-11,completed
1468,1468,card,558691,2025-08-28,completed
1469,1469,upi,121850,2024-01-18,completed
1470,1470,card,310617,2023-11-01,completed
1471,1471,cash,1062879,2026-02-21,completed
1472,1472,upi,1335584,2023-02-12,completed
1473,1473,card,132875,2026-01-28,return
1474,1474,cash,140505,2024-08-07,completed
1475,1475,upi,69356,2023-07-25,completed
1476,1476,upi,1329047,2025-10-14,completed
1477,1477,upi,262269,2024-03-10,failed
1478,1478,upi,596820,2025-07-15,completed
1479,1479,upi,247730,2025-12-09,completed
1480,1480,card,21413,2023-05-13,completed
1481,1481,upi,2361539,2024-01-01,completed
1482,1482,upi,1437818,2023-04-02,failed
1483,1483,card,1213463,2024-07-28,completed
1484,1484,card,1958038,2024-09-20,completed
1485,1485,card,581412,2023-01-14,failed
1486,1486,upi,2466058,2023-07-05,completed
1487,1487,cash,213791,2024-07-14,completed
1488,1488,card,46145,2023-09-26,completed
1489,1489,upi,3253893,2024-03-20,completed
1490,1490,upi,4024637,2024-05-27,failed
1491,1491,card,391983,2025-12-09,completed
1492,1492,card,621183,2023-06-03,completed
1493,1493,upi,418590,2026-07-08,completed
1494,1494,cash,1717183,2023-09-19,completed
1495,1495,upi,392205,2025-01-07,completed
1496,1496,card,1351059,2023-11-23,completed
1497,1497,upi,1160567,2026-07-29,completed
1498,1498,upi,515995,2023-11-10,pending
1499,1499,upi,61533,2024-08-07,failed
1500,1500,upi,127548,2024-01-16,completed
1501,1501,upi,2480098,2024-12-11,completed
1502,1502,upi,1415044,2026-02-27,completed
1503,1503,upi,642479,2023-10-31,completed
1504,1504,card,114174,2026-05-15,completed
1505,1505,upi,1386049,2023-10-05,failed
1506,1506,upi,584877,2024-05-22,completed
1507,1507,cash,465661,2026-07-11,pending
1508,1508,card,132587,2024-02-02,completed
1509,1509,cash,1517581,2023-11-28,completed
1510,1510,upi,84663,2026-04-13,completed
1511,1511,cash,29135,2026-03-03,completed
1512,1512,upi,426875,2023-03-02,pending
1513,1513,upi,92732,2026-05-08,completed
1514,1514,upi,348788,2023-11-01,completed
1515,1515,upi,35076,2023-04-30,completed
1516,1516,upi,150513,2023-05-21,failed
1517,1517,upi,77895,2026-02-16,completed
1518,1518,card,398033,2024-08-03,completed
1519,1519,cash,168391,2025-11-10,completed
1520,1520,cash,36246,2023-07-05,completed
1521,1521,upi,744103,2024-11-05,completed
1522,1522,card,1511821,2026-03-08,completed
1523,1523,card,2317874,2026-05-21,completed
1524,1524,upi,13772,2026-06-14,completed
1525,1525,upi,102324,2024-03-31,completed
1526,1526,upi,96085,2025-08-10,completed
1527,1527,card,103948,2025-05-27,completed
1528,1528,card,130016,2025-02-06,completed
1529,1529,upi,1094423,2025-12-02,completed
1530,1530,cash,730321,2024-07-27,completed
1531,1531,upi,38041,2023-07-01,completed
1532,1532,card,2732011,2023-09-27,completed
1533,1533,cash,499276,2024-12-08,return
1534,1534,upi,1294942,2023-01-30,completed
1535,1535,cash,15155,2025-06-26,completed
1536,1536,upi,2323923,2023-05-02,completed
1537,1537,upi,1456464,2023-05-03,pending
1538,1538,upi,625090,2025-09-23,completed
1539,1539,card,92504,2023-08-02,completed
1540,1540,card,515394,2025-10-19,pending
1541,1541,card,1682753,2023-12-16,completed
1542,1542,upi,139479,2023-12-28,completed
1543,1543,upi,1504241,2024-06-05,pending
1544,1544,card,2007457,2023-03-21,completed
1545,1545,upi,166285,2023-05-23,completed
1546,1546,cash,273358,2023-03-31,completed
1547,1547,upi,538918,2025-01-03,completed
1548,1548,card,818616,2025-12-31,completed
1549,1549,card,216886,2026-06-28,completed
1550,1550,card,16758,2025-11-30,completed
1551,1551,card,188948,2025-02-24,completed
1552,1552,cash,46145,2024-10-19,completed
1553,1553,upi,566081,2023-09-18,failed
1554,1554,upi,1057942,2026-07-15,completed
1555,1555,upi,564376,2025-02-24,completed
1556,1556,card,1549726,2023-01-31,completed
1557,1557,upi,685495,2026-06-17,completed
1558,1558,card,852821,2023-03-02,return
1559,1559,cash,1156975,2024-11-11,completed
1560,1560,upi,227444,2024-04-03,completed
1561,1561,cash,311166,2026-07-13,pending
1562,1562,card,40167,2025-08-16,completed
1563,1563,upi,284507,2025-02-01,completed
1564,1564,cash,273204,2023-01-05,completed
1565,1565,card,1108936,2024-03-16,completed
1566,1566,upi,848484,2025-02-25,completed
1567,1567,cash,1100387,2024-08-02,completed
1568,1568,cash,66514,2023-04-22,completed
1569,1569,card,1214641,2025-01-31,failed
1570,1570,card,45281,2024-05-06,completed
1571,1571,upi,429773,2025-08-20,completed
1572,1572,upi,376380,2023-11-04,completed
1573,1573,upi,1900062,2024-11-28,completed
1574,1574,upi,100134,2025-08-12,completed
1575,1575,upi,1204115,2023-02-17,completed
1576,1576,cash,1157689,2023-08-10,completed
1577,1577,cash,569950,2025-08-29,pending
1578,1578,upi,396032,2023-11-16,completed
1579,1579,card,540620,2026-02-24,completed
1580,1580,cash,80293,2025-05-18,completed
1581,1581,card,1675118,2026-02-06,completed
1582,1582,cash,152495,2023-05-03,failed
1583,1583,upi,1341296,2025-09-08,completed
1584,1584,card,523591,2023-10-21,completed
1585,1585,upi,2346250,2023-02-04,completed
1586,1586,upi,268416,2026-03-23,completed
1587,1587,card,250310,2023-07-11,completed
1588,1588,cash,36417,2023-03-14,completed
1589,1589,upi,2033605,2026-07-08,completed
1590,1590,upi,515100,2023-07-23,completed
1591,1591,upi,127049,2024-05-22,completed
1592,1592,card,725768,2023-04-26,failed
1593,1593,cash,217157,2026-05-10,completed
1594,1594,upi,83982,2025-05-02,completed
1595,1595,card,1040400,2024-04-08,completed
1596,1596,upi,342304,2025-01-19,pending
1597,1597,cash,271500,2026-07-12,completed
1598,1598,upi,338418,2024-06-28,completed
1599,1599,card,183149,2024-08-19,completed
1600,1600,card,1459619,2026-07-31,completed
1601,1601,cash,507875,2024-04-04,pending
1602,1602,card,391188,2023-04-17,completed
1603,1603,cash,26587,2026-04-19,failed
1604,1604,card,1610591,2023-11-10,failed
1605,1605,upi,228778,2026-05-29,completed
1606,1606,card,121719,2023-11-23,completed
1607,1607,upi,33762,2023-02-12,completed
1608,1608,upi,1921866,2026-06-16,completed
1609,1609,upi,432420,2023-06-29,completed
1610,1610,card,59916,2026-04-02,completed
1611,1611,cash,108812,2025-01-08,completed
1612,1612,upi,620339,2025-09-18,pending
1613,1613,upi,2419404,2024-10-20,completed
1614,1614,upi,174846,2026-06-20,completed
1615,1615,upi,1217500,2026-02-07,completed
1616,1616,card,1590446,2023-02-09,completed
1617,1617,upi,595347,2026-01-06,completed
1618,1618,cash,453538,2025-03-07,completed
1619,1619,upi,57945,2023-09-13,completed
1620,1620,card,54602,2025-05-04,completed
1621,1621,card,323519,2023-02-24,completed
1622,1622,card,3147762,2024-07-08,completed
1623,1623,cash,126548,2023-11-22,completed
1624,1624,upi,380557,2024-07-31,completed
1625,1625,upi,279260,2023-04-08,completed
1626,1626,card,523543,2025-06-10,completed
1627,1627,cash,1140910,2025-06-17,completed
1628,1628,upi,472168,2026-07-10,completed
1629,1629,cash,92676,2025-12-05,pending
1630,1630,upi,49664,2023-05-18,failed
1631,1631,upi,151197,2024-10-17,completed
1632,1632,upi,2555951,2025-07-17,completed
1633,1633,cash,622560,2024-12-03,completed
1634,1634,upi,272348,2025-04-17,completed
1635,1635,cash,935970,2024-01-19,completed
1636,1636,upi,860568,2025-09-15,completed
1637,1637,card,6925,2023-09-19,completed
1638,1638,upi,700187,2024-01-24,completed
1639,1639,upi,351976,2025-10-03,completed
1640,1640,upi,113710,2024-01-13,completed
1641,1641,upi,322570,2024-07-08,completed
1642,1642,upi,550364,2024-07-11,completed
1643,1643,upi,1075765,2024-04-25,completed
1644,1644,upi,19337,2025-04-22,completed
1645,1645,card,61744,2024-07-21,completed
1646,1646,card,1058943,2025-07-10,pending
1647,1647,cash,868063,2025-01-24,completed
1648,1648,card,665999,2025-07-26,completed
1649,1649,upi,63370,2023-07-17,failed
1650,1650,cash,1499897,2025-07-18,completed
1651,1651,cash,1214864,2024-09-15,failed
1652,1652,upi,992619,2023-07-12,completed
1653,1653,card,328460,2024-09-28,completed
1654,1654,cash,195202,2025-02-24,pending
1655,1655,card,1504100,2025-09-20,completed
1656,1656,upi,495268,2024-09-14,completed
1657,1657,upi,1536280,2023-10-18,completed
1658,1658,cash,342790,2023-11-05,failed
1659,1659,upi,1473384,2025-11-12,completed
1660,1660,upi,503862,2024-07-13,completed
1661,1661,cash,34884,2023-01-29,completed
1662,1662,card,133036,2024-11-04,return
1663,1663,cash,524181,2024-03-31,completed
1664,1664,upi,1709850,2024-05-14,completed
1665,1665,upi,208211,2025-04-01,failed
1666,1666,card,1023270,2024-07-03,completed
1667,1667,upi,388844,2025-01-17,return
1668,1668,card,824055,2026-05-03,completed
1669,1669,upi,95128,2025-05-13,completed
1670,1670,upi,868159,2025-10-04,completed
1671,1671,upi,308073,2024-09-17,completed
1672,1672,upi,1245551,2023-03-24,failed
1673,1673,upi,2027464,2025-12-23,completed
1674,1674,upi,540682,2023-09-24,completed
1675,1675,upi,573288,2024-06-09,completed
1676,1676,upi,941640,2025-09-09,completed
1677,1677,card,91628,2024-05-05,return
1678,1678,upi,2300085,2023-08-05,completed
1679,1679,upi,884852,2026-01-27,pending
1680,1680,card,372234,2025-11-14,completed
1681,1681,upi,146910,2024-06-06,completed
1682,1682,upi,251831,2026-03-12,completed
1683,1683,upi,393457,2024-08-26,return
1684,1684,upi,222130,2024-02-06,pending
1685,1685,cash,24668,2026-07-23,pending
1686,1686,upi,1354654,2026-01-26,completed
1687,1687,card,346277,2024-12-01,pending
1688,1688,cash,144986,2024-06-21,pending
1689,1689,upi,1315559,2023-01-27,completed
1690,1690,card,477317,2024-02-03,pending
1691,1691,upi,570115,2025-02-10,return
1692,1692,upi,991268,2023-10-26,completed
1693,1693,cash,366285,2023-03-25,return
1694,1694,upi,455044,2026-01-11,completed
1695,1695,cash,1466670,2026-04-16,completed
1696,1696,card,150201,2025-06-26,completed
1697,1697,cash,1704146,2024-01-01,completed
1698,1698,upi,27301,2023-06-09,completed
1699,1699,cash,202510,2023-04-22,failed
1700,1700,upi,462482,2024-07-12,failed
1701,1701,cash,271402,2025-03-26,completed
1702,1702,cash,520232,2025-02-01,completed
1703,1703,cash,1748836,2024-08-14,completed
1704,1704,upi,352821,2024-10-09,completed
1705,1705,card,779630,2026-06-03,completed
1706,1706,cash,52938,2025-11-10,completed
1707,1707,card,510337,2025-09-09,completed
1708,1708,cash,592650,2023-01-02,completed
1709,1709,card,8404,2026-05-07,completed
1710,1710,cash,56346,2023-12-03,completed
1711,1711,cash,1707263,2023-02-15,completed
1712,1712,upi,719452,2025-07-16,completed
1713,1713,upi,465745,2026-04-13,completed
1714,1714,upi,370386,2023-09-07,completed
1715,1715,upi,499858,2026-06-06,completed
1716,1716,card,483185,2023-10-19,completed
1717,1717,upi,464949,2023-12-03,completed
1718,1718,upi,17104,2026-05-30,completed
1719,1719,upi,2690763,2023-04-24,completed
1720,1720,upi,397633,2026-01-09,completed
1721,1721,upi,345097,2023-11-24,completed
1722,1722,upi,310631,2023-06-22,failed
1723,1723,upi,596994,2023-08-19,completed
1724,1724,card,799901,2023-10-03,return
1725,1725,cash,556432,2025-01-17,failed
1726,1726,card,721295,2024-10-30,completed
1727,1727,card,823963,2024-05-22,pending
1728,1728,cash,727078,2026-06-17,completed
1729,1729,upi,214750,2024-08-13,pending
1730,1730,card,105495,2024-06-10,completed
1731,1731,upi,911603,2024-04-07,completed
1732,1732,upi,601881,2025-01-09,failed
1733,1733,upi,271533,2024-01-17,completed
1734,1734,cash,2185163,2026-07-23,completed
1735,1735,upi,295725,2024-10-04,completed
1736,1736,upi,1142795,2024-05-07,failed
1737,1737,upi,1153405,2024-05-14,failed
1738,1738,card,174135,2024-01-23,completed
1739,1739,upi,784413,2024-09-12,completed
1740,1740,card,684917,2025-12-12,completed
1741,1741,card,1375323,2023-08-16,completed
1742,1742,upi,1004225,2026-01-11,completed
1743,1743,upi,1361174,2024-02-12,completed
1744,1744,card,630023,2025-07-05,completed
1745,1745,cash,383680,2026-02-21,failed
1746,1746,card,873932,2025-12-14,completed
1747,1747,cash,2221079,2025-03-18,completed
1748,1748,card,478345,2025-01-01,completed
1749,1749,cash,1514246,2025-03-25,completed
1750,1750,card,195732,2025-09-18,completed
1751,1751,card,197852,2024-10-12,completed
1752,1752,card,481912,2024-04-01,completed
1753,1753,upi,188240,2023-10-15,completed
1754,1754,cash,100868,2026-03-28,completed
1755,1755,upi,226405,2024-12-18,failed
1756,1756,card,155584,2025-07-21,pending
1757,1757,card,71457,2024-12-04,completed
1758,1758,upi,249382,2023-10-07,completed
1759,1759,upi,1435239,2024-12-05,completed
1760,1760,upi,1639306,2025-08-04,completed
1761,1761,upi,1066427,2025-12-21,completed
1762,1762,upi,626813,2026-01-23,completed
1763,1763,upi,830247,2025-03-05,completed
1764,1764,upi,650970,2025-06-18,completed
1765,1765,cash,1737897,2026-05-17,completed
1766,1766,upi,884991,2024-02-06,pending
1767,1767,cash,1037376,2025-05-15,completed
1768,1768,cash,941120,2024-12-18,pending
1769,1769,upi,1146041,2026-01-03,completed
1770,1770,upi,532102,2024-10-06,return
1771,1771,upi,204000,2023-07-13,completed
1772,1772,card,585606,2023-05-11,return
1773,1773,upi,2223513,2023-02-03,completed
1774,1774,card,386689,2023-10-20,completed
1775,1775,upi,29656,2024-08-15,completed
1776,1776,upi,716294,2023-04-30,failed
1777,1777,upi,147279,2023-10-19,completed
1778,1778,cash,331230,2023-07-03,completed
1779,1779,card,1732707,2025-02-18,completed
1780,1780,upi,295806,2024-03-29,pending
1781,1781,card,1406586,2025-08-07,return
1782,1782,upi,1315256,2024-03-18,pending
1783,1783,upi,2837157,2025-11-28,completed
1784,1784,upi,46285,2025-01-02,completed
1785,1785,upi,878900,2026-02-21,completed
1786,1786,card,1047655,2025-02-14,completed
1787,1787,cash,1214524,2023-09-12,completed
1788,1788,card,1435868,2025-08-27,completed
1789,1789,card,504637,2023-02-03,completed
1790,1790,card,249396,2025-10-01,completed
1791,1791,cash,1202508,2025-05-23,completed
1792,1792,card,394982,2023-05-26,completed
1793,1793,card,1210235,2023-05-23,completed
1794,1794,cash,1059437,2023-09-09,completed
1795,1795,cash,870050,2023-02-23,completed
1796,1796,upi,28425,2024-04-04,completed
1797,1797,card,1313403,2025-08-07,completed
1798,1798,card,1302216,2025-04-17,completed
1799,1799,upi,1391039,2024-03-28,pending
1800,1800,upi,2074219,2026-05-21,completed
1801,1801,card,1343933,2023-12-05,completed
1802,1802,upi,1248011,2025-07-06,completed
1803,1803,cash,412070,2023-07-26,completed
1804,1804,cash,111713,2025-10-25,completed
1805,1805,card,371810,2023-02-28,completed
1806,1806,cash,597529,2023-04-18,completed
1807,1807,cash,71042,2023-04-28,completed
1808,1808,upi,465133,2025-04-13,failed
1809,1809,card,433108,2023-09-27,failed
1810,1810,card,234982,2023-05-25,completed
1811,1811,upi,48066,2025-01-14,completed
1812,1812,card,1233260,2023-10-29,completed
1813,1813,upi,780950,2024-02-24,completed
1814,1814,upi,592666,2024-12-05,return
1815,1815,upi,246083,2023-01-03,completed
1816,1816,upi,1477603,2025-05-12,completed
1817,1817,upi,110057,2023-09-24,completed
1818,1818,card,128672,2025-03-03,completed
1819,1819,upi,11589,2024-06-16,completed
1820,1820,upi,324717,2025-07-27,completed
1821,1821,upi,213602,2023-05-17,completed
1822,1822,upi,272655,2026-05-02,return
1823,1823,cash,1684234,2023-12-03,completed
1824,1824,card,93249,2023-03-08,completed
1825,1825,upi,1335617,2023-04-08,completed
1826,1826,card,186195,2025-09-29,completed
1827,1827,cash,1180368,2026-03-23,completed
1828,1828,card,179320,2023-12-27,completed
1829,1829,upi,1657319,2024-06-27,return
1830,1830,upi,296618,2026-03-05,pending
1831,1831,upi,1502204,2024-01-07,completed
