order_id,product_id,quantity,unit_price
999,239,4,104124
1000,210,1,233057
1001,194,3,278145
1001,45,3,177896
1001,394,1,26520
1001,292,1,38803
1001,249,3,26469
1002,442,1,33478
1003,45,4,177896
1003,375,1,304045
1003,268,4,245217
1003,60,3,91561
1004,177,2,19098
1004,252,3,30564
1005,334,4,178337
1005,86,4,38482
1005,360,4,41689
1005,118,4,45795
1006,244,1,81779
1006,73,5,190146
1006,106,4,322592
1006,488,2,5098
1006,357,5,89463
1007,157,3,73175
1008,128,4,18782
1008,310,4,6597
1008,130,4,103020
1009,491,1,329786
1009,418,5,74261
1009,274,2,29236
1009,361,1,15440
1009,287,1,38127
1010,481,2,50319
1010,192,4,57730
1010,424,4,71953
1010,320,5,353761
1011,5,2,43504
1011,257,1,48066
1012,417,2,13389
1012,110,5,89656
1013,227,3,34328
1013,337,5,22216
1013,357,1,89463
1013,90,5,46285
1013,218,2,23819
1014,122,4,58379
1015,129,4,5827
1015,331,3,215153
1015,118,5,45795
1015,355,2,32016
1016,117,2,64514
1016,336,2,9486
1016,379,1,84354
1017,190,1,35521
1017,79,3,284973
1017,117,5,64514
1018,79,3,284973
1019,210,5,233057
1019,294,3,24516
1020,308,5,132875
1020,173,4,65328
1020,213,1,12503
1021,291,4,198170
1021,160,4,31418
1021,328,5,322486
1021,398,3,122257
1022,87,5,40788
1023,403,1,204017
1023,46,3,29243
1023,224,5,178542
1023,13,1,62062
1023,254,5,37839
1024,431,5,23838
1024,10,5,23500
1024,309,2,6928
1024,69,2,341185
1024,408,2,169925
1025,70,4,97975
1026,451,3,107375
1026,406,5,45566
1027,68,2,25262
1027,280,5,31887
1027,361,1,15440
1027,482,1,202407
1027,227,2,34328
1028,458,3,71947
1028,342,4,49463
1028,178,5,42065
1028,46,4,29243
1029,138,5,107533
1029,348,5,203414
1029,438,3,23481
1029,334,2,178337
1029,15,2,53076
1030,114,4,165626
1030,285,1,25867
1031,405,3,50824
1031,484,4,38947
1031,224,4,178542
1032,470,1,89384
1032,45,2,177896
1032,263,4,181135
1033,56,4,47059
1033,484,2,38947
1033,408,5,169925
1033,420,4,337141
1033,83,3,117842
1034,189,5,37505
1034,269,2,216861
1034,483,1,19217
1035,225,2,376537
1035,51,3,63866
1035,308,4,132875
1035,315,2,254338
1035,200,2,17698
1036,393,5,66531
1036,139,1,33059
1036,17,5,39052
1037,318,1,49519
1038,183,3,25987
1038,347,3,17871
1039,308,3,132875
1039,10,4,23500
1039,498,3,232103
1039,293,2,60030
1040,198,3,303186
1040,340,4,19725
1040,131,3,24943
1040,145,2,213841
1040,225,3,376537
1041,122,4,58379
1041,381,2,3620
1042,407,3,90865
1042,197,1,56261
1042,445,2,44894
1042,327,5,46032
1042,315,4,254338
1043,211,2,236041
1044,99,1,318029
1044,322,1,69626
1044,28,3,262645
1044,440,1,45817
1044,190,4,35521
1045,432,5,10521
1046,77,5,29468
1046,241,5,8530
1047,403,5,204017
1047,200,4,17698
1047,79,3,284973
1047,104,5,14364
1047,140,5,297192
1048,456,2,53827
1048,413,5,160936
1048,446,2,28425
1048,312,2,3394
1048,206,2,161706
1049,316,5,110095
1050,162,2,214499
1050,349,4,175402
1050,438,5,23481
1050,94,2,58365
1050,281,4,39335
1051,153,3,45281
1051,101,3,18123
1052,280,1,31887
1052,130,4,103020
1053,50,1,31053
1054,271,5,87661
1054,67,1,27366
1054,174,4,14927
1054,312,2,3394
1055,163,5,2388
1055,81,4,16640
1055,180,1,95722
1056,220,2,30297
1056,106,1,322592
1056,267,4,70542
1057,348,1,203414
1058,357,2,89463
1058,403,2,204017
1059,139,5,33059
1059,135,4,68026
1059,331,4,215153
1059,258,3,46266
1060,46,4,29243
1060,169,1,178723
1060,127,1,72595
1060,81,5,16640
1060,261,5,110716
1061,314,3,291451
1061,41,2,13733
1061,171,2,24723
1062,269,1,216861
1063,248,3,63230
1063,286,5,6843
1063,338,5,21332
1063,322,2,69626
1063,331,4,215153
1064,411,4,54390
1064,95,1,39750
1064,281,5,39335
1064,447,2,17438
1065,205,3,15342
1066,230,5,5812
1066,59,3,16564
1067,182,5,100465
1067,469,5,25965
1068,486,3,12910
1069,223,3,50138
1069,496,1,15155
1069,139,2,33059
1069,401,4,14740
1070,5,4,43504
1070,340,2,19725
1070,481,4,50319
1070,159,4,13360
1070,170,1,22358
1071,373,1,16339
1071,25,2,21895
1071,355,3,32016
1072,476,4,6653
1072,487,3,46116
1072,117,4,64514
1072,108,2,14119
1072,92,4,49542
1073,387,1,72331
1073,111,4,54394
1073,496,1,15155
1073,408,3,169925
1074,329,3,23164
1074,269,4,216861
1074,112,1,20511
1074,322,4,69626
1075,97,4,29008
1075,439,5,76172
1075,191,1,67223
1075,304,3,52325
1075,216,1,126332
1076,136,3,52918
1076,43,4,46765
1077,431,2,23838
1077,285,4,25867
1078,155,1,11589
1078,296,5,26698
1079,320,2,353761
1079,73,4,190146
1080,218,3,23819
1080,416,4,29781
1080,44,3,38256
1081,402,4,30524
1081,473,4,35743
1082,182,1,100465
1082,97,5,29008
1083,381,3,3620
1083,66,2,94469
1083,500,1,26997
1083,413,4,160936
1084,313,4,28221
1084,57,5,38622
1084,110,1,89656
1084,287,5,38127
1084,195,2,45299
1085,160,1,31418
1085,436,3,201412
1085,37,1,95128
1085,444,1,36153
1086,290,5,195202
1086,331,3,215153
1086,138,3,107533
1087,118,1,45795
1088,14,5,44460
1088,383,5,7803
1088,400,1,38896
1088,38,2,23812
1089,106,3,322592
1089,131,3,24943
1090,167,2,349988
1091,248,2,63230
1091,78,1,46284
1092,65,5,30850
1092,313,2,28221
1092,14,1,44460
1092,476,3,6653
1093,168,5,50130
1093,492,2,21824
1093,339,4,46398
1094,267,4,70542
1094,246,2,55705
1095,410,1,25982
1095,248,5,63230
1095,296,3,26698
1095,53,4,174455
1095,170,5,22358
1096,262,2,113819
1097,31,2,4757
1097,220,1,30297
1097,331,4,215153
1097,149,4,9848
1098,129,5,5827
1099,151,3,159955
1099,201,3,31948
1099,41,2,13733
1099,460,2,3548
1100,440,2,45817
1101,137,5,188948
1101,280,4,31887
1101,205,2,15342
1101,141,4,26582
1101,312,5,3394
1102,200,3,17698
1102,8,3,45692
1102,135,3,68026
1102,59,3,16564
1102,283,4,18422
1103,23,3,17339
1103,67,5,27366
1103,409,2,353178
1104,151,2,159955
1105,289,4,50842
1105,493,4,89214
1106,1,4,30460
1106,74,2,66338
1106,498,2,232103
1106,222,4,59357
1106,445,4,44894
1107,354,4,49452
1107,248,4,63230
1107,135,5,68026
1107,87,5,40788
1107,424,4,71953
1108,165,5,236084
1109,233,5,70397
1109,463,4,93210
1109,323,2,1715
1110,408,1,169925
1110,138,5,107533
1110,391,3,118125
1111,217,3,46252
1111,379,1,84354
1111,35,3,10454
1111,161,3,57428
1112,311,1,26373
1113,287,3,38127
1113,299,5,244845
1114,1,1,30460
1114,19,4,46145
1114,477,5,222378
1114,245,5,32690
1115,460,2,3548
1115,256,2,19337
1115,234,5,21558
1115,423,2,114188
1115,267,5,70542
1116,397,2,9374
1116,69,1,341185
1116,355,5,32016
1117,105,1,2703
1117,361,4,15440
1117,486,5,12910
1117,332,5,90588
1117,471,3,162289
1118,331,5,215153
1119,228,4,59191
1120,442,2,33478
1120,393,5,66531
1120,271,1,87661
1120,105,3,2703
1120,13,3,62062
1121,397,1,9374
1122,47,1,97070
1122,170,3,22358
1122,95,5,39750
1122,168,4,50130
1123,24,4,151640
1123,315,4,254338
1123,255,5,5246
1123,434,4,20170
1123,265,5,228182
1124,157,3,73175
1124,25,5,21895
1124,71,1,322513
1124,150,4,9051
1125,388,4,281397
1125,156,2,43299
1126,304,2,52325
1126,160,4,31418
1126,264,3,127162
1126,146,3,25217
1126,74,3,66338
1127,247,1,3753
1127,487,1,46116
1127,203,5,12061
1127,410,4,25982
1127,382,3,96598
1128,307,3,25820
1128,472,5,36408
1128,400,5,38896
1128,382,4,96598
1129,380,5,76284
1129,32,2,27405
1129,379,1,84354
1129,97,1,29008
1130,483,3,19217
1130,169,2,178723
1130,289,4,50842
1131,408,5,169925
1131,25,5,21895
1131,285,3,25867
1131,453,5,96234
1132,244,3,81779
1133,301,4,163056
1133,250,2,57769
1133,493,2,89214
1134,273,3,21099
1134,426,5,97056
1134,403,4,204017
1135,274,2,29236
1135,287,3,38127
1135,294,1,24516
1136,348,4,203414
1136,322,3,69626
1136,159,4,13360
1136,171,3,24723
1136,178,2,42065
1137,136,5,52918
1138,241,1,8530
1139,12,2,19732
1140,337,3,22216
1140,206,2,161706
1141,260,2,198369
1141,216,3,126332
1141,310,3,6597
1141,39,4,100595
1141,394,3,26520
1142,475,5,364569
1142,385,5,130577
1142,228,1,59191
1142,181,2,135041
1143,385,5,130577
1144,423,2,114188
1144,224,1,178542
1144,480,2,56026
1145,479,2,124870
1145,142,1,3835
1145,322,1,69626
1146,10,4,23500
1146,354,3,49452
1146,171,2,24723
1146,485,3,23113
1146,268,2,245217
1147,367,4,385569
1147,452,1,10853
1147,154,2,87423
1148,93,1,223976
1148,240,3,11336
1149,434,5,20170
1149,397,4,9374
1149,217,4,46252
1150,277,2,97231
1151,284,5,216354
1151,433,4,104248
1152,327,3,46032
1152,13,5,62062
1152,419,5,78777
1152,406,5,45566
1152,141,1,26582
1153,141,3,26582
1153,160,3,31418
1153,57,2,38622
1153,45,2,177896
1153,267,4,70542
1154,344,1,209531
1154,382,4,96598
1154,370,3,241518
1154,179,4,147980
1155,80,5,27685
1155,297,4,152414
1156,243,4,37716
1156,318,1,49519
1156,413,2,160936
1156,354,1,49452
1156,324,1,246505
1157,137,1,188948
1157,286,3,6843
1157,2,3,1161
1157,205,1,15342
1157,202,3,30734
1158,209,5,75954
1159,343,3,30610
1160,314,2,291451
1160,70,4,97975
1161,485,3,23113
1162,286,2,6843
1163,136,4,52918
1163,354,1,49452
1163,322,4,69626
1164,487,4,46116
1164,97,3,29008
1164,103,4,49500
1164,468,3,28516
1165,40,3,366700
1165,181,4,135041
1165,219,4,199512
1166,364,3,11269
1166,88,2,34078
1166,281,2,39335
1166,92,1,49542
1167,107,3,22966
1167,185,3,21284
1167,463,2,93210
1167,280,5,31887
1167,75,2,14201
1168,39,1,100595
1168,44,4,38256
1168,58,3,18434
1169,306,5,21631
1169,112,3,20511
1170,284,1,216354
1170,105,2,2703
1170,212,5,5586
1171,370,5,241518
1171,260,2,198369
1172,398,5,122257
1172,420,2,337141
1172,442,2,33478
1172,487,5,46116
1173,96,1,218785
1173,268,4,245217
1173,98,1,33877
1173,318,5,49519
1173,274,1,29236
1174,462,4,84658
1174,91,4,6014
1174,448,3,12674
1174,258,3,46266
1175,101,2,18123
1175,367,4,385569
1176,319,3,13408
1176,363,2,17442
1176,413,4,160936
1176,417,5,13389
1176,401,5,14740
1177,194,5,278145
1177,294,2,24516
1177,329,3,23164
1177,163,2,2388
1178,285,1,25867
1178,154,1,87423
1178,487,2,46116
1178,403,1,204017
1179,405,2,50824
1180,147,2,17331
1180,489,2,83195
1181,440,2,45817
1181,329,5,23164
1181,424,1,71953
1181,206,3,161706
1182,114,1,165626
1182,436,2,201412
1182,331,4,215153
1182,457,5,43692
1183,384,4,12824
1183,118,1,45795
1183,238,1,13772
1184,330,4,13065
1185,254,5,37839
1185,242,5,31952
1186,234,5,21558
1186,196,5,9369
1186,177,1,19098
1186,156,1,43299
1187,356,5,13766
1188,491,4,329786
1188,34,2,88927
1188,327,3,46032
1188,115,2,46906
1188,52,5,94514
1189,57,1,38622
1189,128,3,18782
1189,301,3,163056
1190,61,4,83470
1190,413,5,160936
1190,445,1,44894
1190,251,4,136070
1190,482,5,202407
1191,41,4,13733
1191,56,5,47059
1191,498,1,232103
1191,200,4,17698
1191,65,2,30850
1192,252,3,30564
1193,121,4,295195
1194,102,4,104057
1194,389,3,50329
1194,146,2,25217
1195,121,5,295195
1195,31,3,4757
1196,441,3,39469
1196,42,1,269340
1196,296,3,26698
1196,253,1,33950
1197,200,1,17698
1198,63,2,16864
1198,153,3,45281
1199,178,4,42065
1199,448,4,12674
1199,287,4,38127
1200,36,2,39591
1200,158,3,186789
1201,388,5,281397
1201,23,5,17339
1201,50,1,31053
1201,104,1,14364
1201,364,5,11269
1202,231,1,33257
1202,435,3,2101
1202,153,4,45281
1202,449,4,245241
1203,71,1,322513
1203,304,3,52325
1204,359,5,153672
1204,347,1,17871
1204,437,3,32226
1204,310,5,6597
1205,194,1,278145
1205,418,4,74261
1205,133,5,5374
1205,246,1,55705
1206,390,4,77909
1206,43,5,46765
1206,30,1,18635
1206,388,1,281397
1207,234,5,21558
1207,174,4,14927
1208,294,4,24516
1208,114,2,165626
1209,2,1,1161
1209,348,3,203414
1209,202,4,30734
1210,195,4,45299
1210,254,5,37839
1210,117,3,64514
1211,43,5,46765
1212,498,3,232103
1212,415,5,21167
1213,451,5,107375
1213,352,5,165672
1214,144,3,3348
1214,81,1,16640
1215,124,1,72493
1215,458,5,71947
1215,412,5,63565
1215,60,1,91561
1215,325,5,17404
1216,173,5,65328
1216,230,2,5812
1217,382,3,96598
1218,116,2,139479
1218,388,3,281397
1219,296,1,26698
1219,457,3,43692
1219,38,1,23812
1219,76,4,16359
1219,218,4,23819
1220,45,2,177896
1220,97,1,29008
1221,79,5,284973
1221,188,4,29382
1222,221,3,166207
1222,97,1,29008
1223,471,3,162289
1223,321,4,117567
1223,497,1,25163
1223,273,3,21099
1224,177,3,19098
1224,313,2,28221
1224,277,4,97231
1225,210,2,233057
1225,114,2,165626
1225,489,3,83195
1225,264,3,127162
1226,90,3,46285
1226,432,5,10521
1226,267,2,70542
1226,273,1,21099
1226,226,5,46493
1227,39,4,100595
1227,487,3,46116
1227,85,3,11618
1227,336,5,9486
1228,42,3,269340
1228,91,2,6014
1228,146,5,25217
1228,45,4,177896
1228,377,4,84604
1229,354,1,49452
1229,134,4,27301
1229,65,4,30850
1229,266,3,3862
1230,459,2,390475
1230,241,2,8530
1230,356,2,13766
1231,445,1,44894
1231,394,5,26520
1231,463,5,93210
1231,272,1,126874
1231,450,3,18155
1232,291,1,198170
1233,68,5,25262
1233,483,1,19217
1233,133,3,5374
1234,309,5,6928
1234,477,2,222378
1234,158,5,186789
1234,51,4,63866
1235,97,2,29008
1235,431,1,23838
1235,414,2,278944
1236,75,2,14201
1236,245,2,32690
1236,432,2,10521
1237,184,2,94140
1237,368,2,11692
1238,216,3,126332
1238,34,3,88927
1238,417,1,13389
1238,361,4,15440
1238,144,2,3348
1239,367,1,385569
1240,46,2,29243
1240,415,4,21167
1240,308,1,132875
1240,188,1,29382
1241,4,1,16115
1241,5,2,43504
1241,327,4,46032
1241,382,1,96598
1241,11,3,28502
1242,190,5,35521
1242,461,2,4179
1242,218,1,23819
1242,163,2,2388
1243,377,4,84604
1243,329,3,23164
1244,86,2,38482
1244,97,4,29008
1244,345,3,205943
1244,333,3,33838
1245,68,3,25262
1245,89,3,28187
1245,283,3,18422
1246,313,1,28221
1246,294,5,24516
1246,481,1,50319
1246,451,1,107375
1247,100,2,42292
1248,377,1,84604
1249,152,3,18477
1249,450,4,18155
1249,308,3,132875
1249,175,5,80636
1249,141,2,26582
1250,315,5,254338
1250,378,2,5364
1250,206,3,161706
1250,313,5,28221
1251,258,1,46266
1251,414,5,278944
1251,29,5,217876
1251,386,2,27994
1252,99,5,318029
1252,276,3,31306
1252,417,2,13389
1252,433,4,104248
1253,445,5,44894
1253,33,2,40980
1253,12,1,19732
1253,111,4,54394
1254,177,1,19098
1254,341,2,72235
1255,209,2,75954
1255,95,2,39750
1255,232,1,46489
1255,37,2,95128
1255,485,5,23113
1256,306,5,21631
1256,247,4,3753
1257,459,5,390475
1257,105,3,2703
1257,284,4,216354
1258,226,5,46493
1259,127,5,72595
1259,81,2,16640
1260,499,5,6622
1261,465,1,18047
1261,390,5,77909
1262,102,1,104057
1262,269,3,216861
1262,28,3,262645
1262,289,1,50842
1263,447,3,17438
1263,144,1,3348
1263,457,5,43692
1264,383,3,7803
1264,104,3,14364
1265,25,5,21895
1265,17,1,39052
1265,158,1,186789
1266,460,3,3548
1267,16,3,12466
1267,175,2,80636
1267,493,5,89214
1267,331,5,215153
1267,282,2,79545
1268,130,1,103020
1268,461,3,4179
1269,100,5,42292
1269,287,4,38127
1269,230,1,5812
1270,222,4,59357
1271,114,2,165626
1271,428,5,101575
1272,306,1,21631
1272,402,3,30524
1272,377,4,84604
1272,153,2,45281
1272,46,5,29243
1273,248,4,63230
1273,271,3,87661
1273,218,1,23819
1273,460,5,3548
1273,6,4,46366
1274,255,2,5246
1275,273,4,21099
1276,24,2,151640
1276,43,1,46765
1276,425,4,55700
1277,263,4,181135
1277,93,3,223976
1278,229,1,8418
1278,498,3,232103
1278,290,2,195202
1279,292,5,38803
1279,334,4,178337
1279,78,1,46284
1279,191,4,67223
1279,187,1,209644
1280,29,5,217876
1280,22,1,140911
1281,429,4,25549
1281,489,3,83195
1281,84,4,301427
1281,141,2,26582
1281,216,3,126332
1282,232,1,46489
1282,391,1,118125
1283,479,1,124870
1283,297,3,152414
1283,10,1,23500
1283,86,5,38482
1284,29,3,217876
1284,397,4,9374
1284,283,1,18422
1285,229,3,8418
1286,381,5,3620
1287,189,4,37505
1287,418,5,74261
1287,64,4,16958
1287,306,3,21631
1288,221,1,166207
1288,404,2,80639
1289,122,4,58379
1289,145,1,213841
1289,347,1,17871
1290,391,3,118125
1290,407,3,90865
1290,474,2,19972
1291,455,5,21022
1291,156,3,43299
1291,202,1,30734
1291,31,4,4757
1291,262,5,113819
1292,157,1,73175
1292,201,2,31948
1293,7,2,256638
1294,159,1,13360
1294,6,4,46366
1295,153,5,45281
1296,311,5,26373
1297,393,3,66531
1297,98,3,33877
1297,228,4,59191
1298,46,2,29243
1298,466,4,56723
1299,282,2,79545
1299,101,5,18123
1300,175,2,80636
1300,105,5,2703
1300,180,1,95722
1301,400,4,38896
1301,251,4,136070
1302,122,4,58379
1303,46,2,29243
1303,76,4,16359
1304,468,3,28516
1304,267,1,70542
1304,309,1,6928
1304,316,4,110095
1304,245,1,32690
1305,117,1,64514
1305,421,2,16165
1305,356,1,13766
1305,482,5,202407
1306,234,5,21558
1306,431,1,23838
1306,107,5,22966
1306,364,5,11269
1307,405,2,50824
1307,54,3,253598
1308,424,1,71953
1309,13,1,62062
1310,374,5,197138
1310,317,1,6176
1310,260,1,198369
1310,473,4,35743
1311,38,5,23812
1312,228,1,59191
1312,7,2,256638
1313,234,1,21558
1313,326,3,4873
1313,205,3,15342
1313,294,3,24516
1313,413,4,160936
1314,131,5,24943
1314,51,2,63866
1314,17,5,39052
1315,26,3,17025
1315,152,3,18477
1315,299,1,244845
1316,400,2,38896
1316,69,2,341185
1317,319,2,13408
1317,227,5,34328
1317,422,4,84671
1318,312,3,3394
1318,97,2,29008
1319,41,5,13733
1319,383,2,7803
1319,33,2,40980
1319,348,4,203414
1319,462,2,84658
1320,471,3,162289
1320,80,3,27685
1320,183,5,25987
1320,235,3,12586
1320,307,1,25820
1321,69,3,341185
1322,22,1,140911
1322,312,1,3394
1323,375,3,304045
1323,342,4,49463
1323,47,5,97070
1323,474,2,19972
1323,53,5,174455
1324,344,1,209531
1325,131,1,24943
1325,266,1,3862
1326,138,3,107533
1327,481,5,50319
1327,243,4,37716
1327,362,4,163523
1328,298,3,33167
1328,258,3,46266
1328,247,4,3753
1329,72,2,13930
1329,217,1,46252
1329,2,2,1161
1329,451,4,107375
1329,325,4,17404
1330,357,4,89463
1330,235,5,12586
1330,370,2,241518
1330,160,4,31418
1331,276,1,31306
1331,192,1,57730
1331,40,5,366700
1332,62,2,191660
1333,208,4,109078
1333,26,4,17025
1333,44,3,38256
1334,494,1,339385
1334,161,2,57428
1334,29,1,217876
1334,497,2,25163
1335,337,3,22216
1335,116,3,139479
1335,324,5,246505
1336,169,5,178723
1336,369,2,12491
1336,454,4,31060
1336,36,5,39591
1336,15,3,53076
1337,136,5,52918
1337,156,1,43299
1337,164,4,105636
1338,15,2,53076
1338,30,3,18635
1338,88,1,34078
1338,151,1,159955
1339,27,2,156687
1339,381,4,3620
1339,205,3,15342
1340,306,3,21631
1340,199,1,183584
1341,366,5,6107
1341,41,2,13733
1342,344,4,209531
1342,345,4,205943
1343,309,5,6928
1344,442,1,33478
1344,356,2,13766
1344,278,5,213791
1344,92,2,49542
1345,82,4,137182
1345,16,4,12466
1345,131,3,24943
1345,460,2,3548
1345,469,4,25965
1346,27,2,156687
1347,214,1,135750
1347,21,2,4967
1347,69,4,341185
1347,13,2,62062
1348,323,3,1715
1348,201,2,31948
1348,409,4,353178
1348,263,1,181135
1348,391,3,118125
1349,446,5,28425
1349,338,2,21332
1349,492,1,21824
1349,152,5,18477
1350,424,2,71953
1350,332,3,90588
1351,89,1,28187
1351,267,2,70542
1351,344,4,209531
1352,336,1,9486
1352,41,4,13733
1353,457,5,43692
1353,9,1,14154
1353,455,2,21022
1353,299,2,244845
1353,344,2,209531
1354,182,3,100465
1355,348,2,203414
1356,222,1,59357
1356,393,1,66531
1357,452,4,10853
1357,317,2,6176
1357,273,1,21099
1357,179,3,147980
1357,369,5,12491
1358,265,4,228182
1358,78,5,46284
1358,103,1,49500
1359,283,1,18422
1360,249,4,26469
1360,379,2,84354
1361,186,4,94727
1361,118,5,45795
1361,172,3,113684
1362,180,4,95722
1363,6,2,46366
1363,9,2,14154
1363,231,5,33257
1363,484,3,38947
1363,129,3,5827
1364,47,2,97070
1365,330,3,13065
1365,186,3,94727
1366,310,5,6597
1366,427,2,11528
1366,105,2,2703
1367,252,1,30564
1367,483,5,19217
1367,93,1,223976
1367,132,3,50067
1367,343,5,30610
1368,179,1,147980
1369,187,5,209644
1369,413,5,160936
1370,5,2,43504
1370,442,3,33478
1371,62,4,191660
1371,123,3,279054
1371,34,2,88927
1372,151,1,159955
1373,464,1,50392
1373,335,3,325437
1373,446,3,28425
1373,74,4,66338
1373,179,4,147980
1374,136,2,52918
1375,351,4,30502
1375,63,3,16864
1375,306,1,21631
1376,199,2,183584
1376,243,5,37716
1376,483,5,19217
1377,279,1,26587
1377,115,4,46906
1377,58,2,18434
1377,374,1,197138
1378,248,2,63230
1379,60,3,91561
1379,450,4,18155
1379,12,2,19732
1379,9,4,14154
1379,362,2,163523
1380,330,4,13065
1380,47,5,97070
1380,207,4,38826
1381,462,2,84658
1381,316,1,110095
1382,12,1,19732
1383,142,3,3835
1383,125,4,3329
1383,431,1,23838
1383,404,4,80639
1384,232,2,46489
1384,335,3,325437
1384,59,5,16564
1384,249,1,26469
1385,469,2,25965
1386,348,3,203414
1386,30,5,18635
1386,193,1,21914
1386,16,5,12466
1386,107,3,22966
1387,62,4,191660
1387,422,2,84671
1387,214,4,135750
1387,138,1,107533
1387,302,4,174010
1388,199,5,183584
1388,6,3,46366
1388,150,5,9051
1388,446,3,28425
1389,102,5,104057
1389,22,4,140911
1389,443,3,15672
1390,247,3,3753
1390,442,1,33478
1391,466,3,56723
1391,124,1,72493
1391,57,3,38622
1391,20,1,40179
1392,461,5,4179
1392,148,4,36417
1392,187,5,209644
1392,390,2,77909
1393,356,5,13766
1393,335,4,325437
1393,109,3,28029
1394,283,5,18422
1394,147,1,17331
1394,102,2,104057
1395,422,2,84671
1395,113,1,272293
1395,397,3,9374
1395,398,4,122257
1395,483,4,19217
1396,303,5,66948
1396,408,2,169925
1397,156,2,43299
1398,71,2,322513
1399,63,3,16864
1399,303,2,66948
1399,263,1,181135
1399,472,5,36408
1399,474,5,19972
1400,4,4,16115
1400,341,4,72235
1400,21,5,4967
1400,53,4,174455
1400,24,3,151640
1401,394,3,26520
1401,108,3,14119
1401,230,4,5812
1401,66,1,94469
1401,142,1,3835
1402,321,2,117567
1402,28,4,262645
1402,263,5,181135
1402,23,5,17339
1403,120,5,40593
1403,51,4,63866
1403,16,5,12466
1404,324,4,246505
1404,411,4,54390
1404,193,3,21914
1404,171,2,24723
1405,414,2,278944
1405,493,1,89214
1406,8,4,45692
1407,342,5,49463
1407,289,2,50842
1408,220,5,30297
1408,388,3,281397
1408,462,1,84658
1408,392,3,96682
1408,340,3,19725
1409,445,1,44894
1409,118,3,45795
1409,491,3,329786
1409,331,1,215153
1410,493,4,89214
1410,177,1,19098
1410,417,1,13389
1410,180,5,95722
1411,426,2,97056
1411,155,4,11589
1412,226,1,46493
1412,398,4,122257
1412,237,5,19452
1412,266,1,3862
1412,411,3,54390
1413,217,4,46252
1413,367,3,385569
1413,441,5,39469
1413,264,5,127162
1414,279,4,26587
1414,43,5,46765
1414,115,2,46906
1415,198,2,303186
1415,83,4,117842
1415,251,3,136070
1415,239,4,104124
1415,122,4,58379
1416,59,2,16564
1417,499,3,6622
1417,290,1,195202
1418,221,2,166207
1418,389,3,50329
1418,398,5,122257
1418,381,3,3620
1418,93,1,223976
1419,105,1,2703
1420,167,2,349988
1420,137,1,188948
1420,283,4,18422
1421,49,4,135654
1421,188,5,29382
1422,203,2,12061
1422,420,4,337141
1422,415,3,21167
1422,30,5,18635
1422,162,1,214499
1423,378,1,5364
1423,332,2,90588
1423,44,5,38256
1423,290,2,195202
1423,428,3,101575
1424,205,2,15342
1424,218,1,23819
1424,141,3,26582
1424,490,1,21175
1425,339,2,46398
1425,19,1,46145
1425,140,5,297192
1425,469,3,25965
1425,176,2,282106
1426,95,2,39750
1426,309,2,6928
1426,170,3,22358
1426,270,2,279510
1427,309,5,6928
1427,448,4,12674
1428,381,2,3620
1428,373,1,16339
1428,345,4,205943
1429,161,5,57428
1429,244,3,81779
1429,481,4,50319
1429,455,2,21022
1429,165,1,236084
1430,435,4,2101
1430,14,1,44460
1430,130,2,103020
1430,144,1,3348
1430,498,2,232103
1431,202,2,30734
1431,220,4,30297
1431,32,4,27405
1431,6,1,46366
1431,275,1,144381
1432,252,1,30564
1432,308,2,132875
1432,345,5,205943
1433,206,3,161706
1433,499,3,6622
1433,292,1,38803
1433,481,1,50319
1434,442,5,33478
1434,359,5,153672
1434,337,4,22216
1435,64,5,16958
1435,204,5,21413
1436,374,4,197138
1436,400,1,38896
1436,30,5,18635
1436,213,5,12503
1437,332,1,90588
1437,389,1,50329
1437,172,1,113684
1437,75,1,14201
1438,96,2,218785
1438,57,5,38622
1438,131,4,24943
1438,58,4,18434
1439,230,1,5812
1440,394,5,26520
1440,87,3,40788
1440,356,4,13766
1441,9,1,14154
1441,424,2,71953
1441,244,3,81779
1441,386,5,27994
1441,265,5,228182
1442,300,3,19728
1442,241,5,8530
1442,413,3,160936
1443,196,2,9369
1443,6,4,46366
1443,343,2,30610
1444,234,2,21558
1444,180,5,95722
1444,159,1,13360
1445,9,3,14154
1445,39,4,100595
1446,147,4,17331
1447,12,1,19732
1448,79,1,284973
1448,189,5,37505
1448,361,3,15440
1449,72,4,13930
1449,132,3,50067
1449,7,4,256638
1450,163,1,2388
1451,452,4,10853
1451,331,5,215153
1452,400,1,38896
1452,202,2,30734
1453,500,5,26997
1453,56,2,47059
1454,189,3,37505
1454,225,4,376537
1455,147,3,17331
1455,457,2,43692
1456,423,4,114188
1456,13,5,62062
1457,74,1,66338
1458,127,5,72595
1458,417,3,13389
1459,357,4,89463
1459,104,3,14364
1459,453,1,96234
1459,474,3,19972
1459,162,5,214499
1460,125,3,3329
1460,430,3,246618
1461,337,2,22216
1461,298,4,33167
1461,83,2,117842
1461,166,3,12541
1461,360,4,41689
1462,335,4,325437
1462,278,2,213791
1462,460,5,3548
1462,69,3,341185
1463,243,3,37716
1463,196,3,9369
1463,129,5,5827
1464,215,2,24668
1464,455,4,21022
1465,209,4,75954
1465,109,5,28029
1465,434,1,20170
1465,141,4,26582
1465,39,1,100595
1466,116,4,139479
1467,461,1,4179
1467,366,3,6107
1467,336,1,9486
1467,476,2,6653
1467,326,1,4873
1468,391,4,118125
